prop_min,prop_ally,beta,prop_ally_top_k,prop_min_top_k,iter
0.071,0.361,1.0,0.361,0.071,6
0.010,0.464,0.05,0.52,0.01,3
0.010,0.464,0.1,0.51,0.02,3
0.010,0.464,0.15,0.49333333333333335,0.023333333333333334,3
0.010,0.464,0.2,0.465,0.0175,3
0.010,0.464,0.25,0.474,0.018,3
0.010,0.464,0.3,0.4766666666666667,0.018333333333333333,3
0.010,0.464,0.35,0.4657142857142857,0.018571428571428572,3
0.010,0.464,0.4,0.46,0.01625,3
0.010,0.464,0.45,0.46111111111111114,0.014444444444444444,3
0.010,0.464,0.5,0.458,0.013,3
0.010,0.464,0.55,0.4636363636363636,0.011818181818181818,3
0.010,0.464,0.6,0.42583333333333334,0.010833333333333334,3
0.010,0.464,0.65,0.3930769230769231,0.01,3
0.010,0.464,0.7,0.365,0.009285714285714286,3
0.010,0.464,0.75,0.3406666666666667,0.008666666666666666,3
0.010,0.464,0.8,0.334375,0.008125,3
0.010,0.464,0.85,0.3735294117647059,0.007647058823529412,3
0.010,0.464,0.9,0.4083333333333333,0.007222222222222222,3
0.010,0.464,0.95,0.4394736842105263,0.006842105263157895,3
0.010,0.464,1.0,0.464,0.01,3
0.116,0.155,0.05,0.2,0.1,2
0.116,0.155,0.1,0.15,0.1,2
0.116,0.155,0.15,0.14666666666666667,0.09333333333333334,2
0.116,0.155,0.2,0.16,0.095,2
0.116,0.155,0.25,0.162,0.11,2
0.116,0.155,0.3,0.16,0.11666666666666667,2
0.116,0.155,0.35,0.16142857142857142,0.12,2
0.116,0.155,0.4,0.1575,0.11375,2
0.116,0.155,0.45,0.15666666666666668,0.11444444444444445,2
0.116,0.155,0.5,0.155,0.117,2
0.116,0.155,0.55,0.15636363636363637,0.12,2
0.116,0.155,0.6,0.14666666666666667,0.115,2
0.116,0.155,0.65,0.13538461538461538,0.10615384615384615,2
0.116,0.155,0.7,0.12571428571428572,0.09857142857142857,2
0.116,0.155,0.75,0.11733333333333333,0.092,2
0.116,0.155,0.8,0.11,0.08625,2
0.116,0.155,0.85,0.10352941176470588,0.0811764705882353,2
0.116,0.155,0.9,0.11277777777777778,0.07666666666666666,2
0.116,0.155,0.95,0.15947368421052632,0.07263157894736842,2
0.116,0.155,1.0,0.1545,0.116,2
0.376,0.103,0.05,0.16,0.37,0
0.376,0.103,0.1,0.14,0.425,0
0.376,0.103,0.15,0.13333333333333333,0.44,0
0.376,0.103,0.2,0.1175,0.4325,0
0.376,0.103,0.25,0.1,0.426,0
0.376,0.103,0.3,0.09666666666666666,0.42833333333333334,0
0.376,0.103,0.35,0.10571428571428572,0.43,0
0.376,0.103,0.4,0.10375,0.40875,0
0.376,0.103,0.45,0.10222222222222223,0.4,0
0.376,0.103,0.5,0.105,0.395,0
0.376,0.103,0.55,0.10363636363636364,0.3781818181818182,0
0.376,0.103,0.6,0.095,0.3466666666666667,0
0.376,0.103,0.65,0.0876923076923077,0.32,0
0.376,0.103,0.7,0.08142857142857143,0.29714285714285715,0
0.376,0.103,0.75,0.076,0.2773333333333333,0
0.376,0.103,0.8,0.089375,0.26,0
0.376,0.103,0.85,0.12117647058823529,0.2664705882352941,0
0.376,0.103,0.9,0.11444444444444445,0.30722222222222223,0
0.376,0.103,0.95,0.10842105263157895,0.3436842105263158,0
0.376,0.103,1.0,0.103,0.3765,0
0.257,0.129,0.05,0.11,0.32,9
0.257,0.129,0.1,0.095,0.295,9
0.257,0.129,0.15,0.08666666666666667,0.27,9
0.257,0.129,0.2,0.0975,0.2525,9
0.257,0.129,0.25,0.108,0.262,9
0.257,0.129,0.3,0.11833333333333333,0.25666666666666665,9
0.257,0.129,0.35,0.11428571428571428,0.26571428571428574,9
0.257,0.129,0.4,0.125,0.27,9
0.257,0.129,0.45,0.12,0.2722222222222222,9
0.257,0.129,0.5,0.123,0.263,9
0.257,0.129,0.55,0.12454545454545454,0.26272727272727275,9
0.257,0.129,0.6,0.11416666666666667,0.24166666666666667,9
0.257,0.129,0.65,0.10538461538461538,0.2230769230769231,9
0.257,0.129,0.7,0.09785714285714285,0.20714285714285716,9
0.257,0.129,0.75,0.09133333333333334,0.19333333333333333,9
0.257,0.129,0.8,0.085625,0.18125,9
0.257,0.129,0.85,0.10705882352941176,0.17058823529411765,9
0.257,0.129,0.9,0.14333333333333334,0.17444444444444446,9
0.257,0.129,0.95,0.13578947368421052,0.21789473684210525,9
0.257,0.129,1.0,0.129,0.257,9
0.294,0.000,0.05,0.0,0.16,3
0.294,0.000,0.1,0.0,0.17,3
0.294,0.000,0.15,0.0,0.20666666666666667,3
0.294,0.000,0.2,0.0,0.21,3
0.294,0.000,0.25,0.0,0.224,3
0.294,0.000,0.3,0.0,0.24166666666666667,3
0.294,0.000,0.35,0.0,0.25142857142857145,3
0.294,0.000,0.4,0.0,0.265,3
0.294,0.000,0.45,0.0,0.2677777777777778,3
0.294,0.000,0.5,0.0,0.27,3
0.294,0.000,0.55,0.0,0.2672727272727273,3
0.294,0.000,0.6,0.0,0.245,3
0.294,0.000,0.65,0.0,0.22615384615384615,3
0.294,0.000,0.7,0.0,0.21,3
0.294,0.000,0.75,0.0,0.196,3
0.294,0.000,0.8,0.0,0.18375,3
0.294,0.000,0.85,0.0,0.17294117647058824,3
0.294,0.000,0.9,0.0,0.215,3
0.294,0.000,0.95,0.0,0.2563157894736842,3
0.294,0.000,1.0,0.0,0.2935,3
0.218,0.258,0.05,0.18,0.4,3
0.218,0.258,0.1,0.19,0.37,3
0.218,0.258,0.15,0.21666666666666667,0.30333333333333334,3
0.218,0.258,0.2,0.25,0.29,3
0.218,0.258,0.25,0.254,0.274,3
0.218,0.258,0.3,0.25,0.26166666666666666,3
0.218,0.258,0.35,0.24571428571428572,0.2557142857142857,3
0.218,0.258,0.4,0.2575,0.2475,3
0.218,0.258,0.45,0.2633333333333333,0.24555555555555555,3
0.218,0.258,0.5,0.267,0.236,3
0.218,0.258,0.55,0.26272727272727275,0.22818181818181818,3
0.218,0.258,0.6,0.24166666666666667,0.20916666666666667,3
0.218,0.258,0.65,0.2230769230769231,0.1930769230769231,3
0.218,0.258,0.7,0.20714285714285716,0.1792857142857143,3
0.218,0.258,0.75,0.19333333333333333,0.16733333333333333,3
0.218,0.258,0.8,0.1875,0.156875,3
0.218,0.258,0.85,0.23529411764705882,0.1476470588235294,3
0.218,0.258,0.9,0.2777777777777778,0.13944444444444445,3
0.218,0.258,0.95,0.27157894736842103,0.1763157894736842,3
0.218,0.258,1.0,0.258,0.2175,3
0.357,0.077,0.05,0.06,0.33,1
0.357,0.077,0.1,0.08,0.36,1
0.357,0.077,0.15,0.08,0.36333333333333334,1
0.357,0.077,0.2,0.0875,0.3625,1
0.357,0.077,0.25,0.08,0.368,1
0.357,0.077,0.3,0.075,0.36333333333333334,1
0.357,0.077,0.35,0.07428571428571429,0.3757142857142857,1
0.357,0.077,0.4,0.075,0.3725,1
0.357,0.077,0.45,0.07555555555555556,0.36777777777777776,1
0.357,0.077,0.5,0.076,0.361,1
0.357,0.077,0.55,0.0809090909090909,0.35818181818181816,1
0.357,0.077,0.6,0.07416666666666667,0.3283333333333333,1
0.357,0.077,0.65,0.06846153846153846,0.3030769230769231,1
0.357,0.077,0.7,0.06357142857142857,0.2814285714285714,1
0.357,0.077,0.75,0.059333333333333335,0.26266666666666666,1
0.357,0.077,0.8,0.055625,0.24625,1
0.357,0.077,0.85,0.09117647058823529,0.24411764705882352,1
0.357,0.077,0.9,0.08611111111111111,0.2861111111111111,1
0.357,0.077,0.95,0.08157894736842106,0.3236842105263158,1
0.357,0.077,1.0,0.0775,0.3575,1
0.319,0.181,0.05,0.13,0.48,6
0.319,0.181,0.1,0.155,0.47,6
0.319,0.181,0.15,0.17666666666666667,0.43666666666666665,6
0.319,0.181,0.2,0.1925,0.4175,6
0.319,0.181,0.25,0.196,0.406,6
0.319,0.181,0.3,0.19833333333333333,0.375,6
0.319,0.181,0.35,0.19714285714285715,0.36857142857142855,6
0.319,0.181,0.4,0.19125,0.35375,6
0.319,0.181,0.45,0.18666666666666668,0.34555555555555556,6
0.319,0.181,0.5,0.183,0.345,6
0.319,0.181,0.55,0.18636363636363637,0.3327272727272727,6
0.319,0.181,0.6,0.17083333333333334,0.305,6
0.319,0.181,0.65,0.1576923076923077,0.2815384615384615,6
0.319,0.181,0.7,0.14642857142857144,0.26142857142857145,6
0.319,0.181,0.75,0.13666666666666666,0.244,6
0.319,0.181,0.8,0.14625,0.22875,6
0.319,0.181,0.85,0.19647058823529412,0.21529411764705883,6
0.319,0.181,0.9,0.20055555555555554,0.24388888888888888,6
0.319,0.181,0.95,0.19,0.2836842105263158,6
0.319,0.181,1.0,0.1805,0.3195,6
0.238,0.129,0.05,0.09,0.28,1
0.238,0.129,0.1,0.095,0.26,1
0.238,0.129,0.15,0.09666666666666666,0.26,1
0.238,0.129,0.2,0.105,0.24,1
0.238,0.129,0.25,0.108,0.242,1
0.238,0.129,0.3,0.11166666666666666,0.235,1
0.238,0.129,0.35,0.11714285714285715,0.22714285714285715,1
0.238,0.129,0.4,0.11625,0.23125,1
0.238,0.129,0.45,0.11555555555555555,0.2311111111111111,1
0.238,0.129,0.5,0.131,0.232,1
0.238,0.129,0.55,0.12454545454545454,0.22363636363636363,1
0.238,0.129,0.6,0.11416666666666667,0.205,1
0.238,0.129,0.65,0.10538461538461538,0.18923076923076923,1
0.238,0.129,0.7,0.09785714285714285,0.1757142857142857,1
0.238,0.129,0.75,0.09133333333333334,0.164,1
0.238,0.129,0.8,0.085625,0.15375,1
0.238,0.129,0.85,0.11058823529411765,0.14470588235294118,1
0.238,0.129,0.9,0.14333333333333334,0.15333333333333332,1
0.238,0.129,0.95,0.13578947368421052,0.19789473684210526,1
0.238,0.129,1.0,0.129,0.238,1
0.153,0.103,0.05,0.09,0.11,1
0.153,0.103,0.1,0.105,0.125,1
0.153,0.103,0.15,0.10333333333333333,0.12333333333333334,1
0.153,0.103,0.2,0.0975,0.1175,1
0.153,0.103,0.25,0.1,0.116,1
0.153,0.103,0.3,0.09833333333333333,0.12833333333333333,1
0.153,0.103,0.35,0.10285714285714286,0.12857142857142856,1
0.153,0.103,0.4,0.10875,0.13125,1
0.153,0.103,0.45,0.10555555555555556,0.13111111111111112,1
0.153,0.103,0.5,0.107,0.137,1
0.153,0.103,0.55,0.10545454545454545,0.14727272727272728,1
0.153,0.103,0.6,0.09666666666666666,0.13583333333333333,1
0.153,0.103,0.65,0.08923076923076922,0.12538461538461537,1
0.153,0.103,0.7,0.08285714285714285,0.11642857142857142,1
0.153,0.103,0.75,0.07733333333333334,0.10866666666666666,1
0.153,0.103,0.8,0.0725,0.101875,1
0.153,0.103,0.85,0.06823529411764706,0.09588235294117647,1
0.153,0.103,0.9,0.08222222222222222,0.09055555555555556,1
0.153,0.103,0.95,0.10842105263157895,0.10789473684210527,1
0.153,0.103,1.0,0.103,0.1525,1
0.059,0.387,0.05,0.39,0.16,0
0.059,0.387,0.1,0.34,0.135,0
0.059,0.387,0.15,0.3433333333333333,0.11666666666666667,0
0.059,0.387,0.2,0.3475,0.1025,0
0.059,0.387,0.25,0.35,0.1,0
0.059,0.387,0.3,0.3566666666666667,0.09666666666666666,0
0.059,0.387,0.35,0.3628571428571429,0.08857142857142856,0
0.059,0.387,0.4,0.36875,0.08375,0
0.059,0.387,0.45,0.3688888888888889,0.07888888888888888,0
0.059,0.387,0.5,0.372,0.073,0
0.059,0.387,0.55,0.3690909090909091,0.06909090909090909,0
0.059,0.387,0.6,0.3383333333333333,0.06333333333333334,0
0.059,0.387,0.65,0.3123076923076923,0.05846153846153846,0
0.059,0.387,0.7,0.29,0.054285714285714284,0
0.059,0.387,0.75,0.27066666666666667,0.050666666666666665,0
0.059,0.387,0.8,0.259375,0.0475,0
0.059,0.387,0.85,0.3029411764705882,0.04470588235294118,0
0.059,0.387,0.9,0.3416666666666667,0.042222222222222223,0
0.059,0.387,0.95,0.3763157894736842,0.04,0
0.059,0.387,1.0,0.387,0.0585,0
0.086,0.309,0.05,0.27,0.16,2
0.086,0.309,0.1,0.29,0.125,2
0.086,0.309,0.15,0.26666666666666666,0.14,2
0.086,0.309,0.2,0.275,0.1325,2
0.086,0.309,0.25,0.284,0.128,2
0.086,0.309,0.3,0.2783333333333333,0.12,2
0.086,0.309,0.35,0.28285714285714286,0.11571428571428571,2
0.086,0.309,0.4,0.29,0.11125,2
0.086,0.309,0.45,0.2922222222222222,0.11222222222222222,2
0.086,0.309,0.5,0.292,0.109,2
0.086,0.309,0.55,0.29454545454545455,0.10727272727272727,2
0.086,0.309,0.6,0.2833333333333333,0.10083333333333333,2
0.086,0.309,0.65,0.26153846153846155,0.09307692307692307,2
0.086,0.309,0.7,0.24285714285714285,0.08642857142857142,2
0.086,0.309,0.75,0.22666666666666666,0.08066666666666666,2
0.086,0.309,0.8,0.2125,0.075625,2
0.086,0.309,0.85,0.21764705882352942,0.0711764705882353,2
0.086,0.309,0.9,0.2611111111111111,0.06722222222222222,2
0.086,0.309,0.95,0.3,0.06368421052631579,2
0.086,0.309,1.0,0.3095,0.086,2
0.205,0.284,0.05,0.2,0.37,9
0.205,0.284,0.1,0.225,0.34,9
0.205,0.284,0.15,0.21666666666666667,0.3,9
0.205,0.284,0.2,0.23,0.28,9
0.205,0.284,0.25,0.248,0.274,9
0.205,0.284,0.3,0.26,0.265,9
0.205,0.284,0.35,0.2642857142857143,0.2557142857142857,9
0.205,0.284,0.4,0.27,0.24375,9
0.205,0.284,0.45,0.2644444444444444,0.23222222222222222,9
0.205,0.284,0.5,0.266,0.232,9
0.205,0.284,0.55,0.2672727272727273,0.21363636363636362,9
0.205,0.284,0.6,0.245,0.19583333333333333,9
0.205,0.284,0.65,0.22615384615384615,0.18076923076923077,9
0.205,0.284,0.7,0.21,0.16785714285714284,9
0.205,0.284,0.75,0.196,0.15666666666666668,9
0.205,0.284,0.8,0.214375,0.146875,9
0.205,0.284,0.85,0.2605882352941176,0.13823529411764707,9
0.205,0.284,0.9,0.3016666666666667,0.13055555555555556,9
0.205,0.284,0.95,0.2984210526315789,0.1636842105263158,9
0.205,0.284,1.0,0.2835,0.2055,9
0.010,0.077,0.05,0.09,0.0,7
0.010,0.077,0.1,0.095,0.0,7
0.010,0.077,0.15,0.08666666666666667,0.006666666666666667,7
0.010,0.077,0.2,0.0875,0.005,7
0.010,0.077,0.25,0.088,0.004,7
0.010,0.077,0.3,0.085,0.005,7
0.010,0.077,0.35,0.08285714285714285,0.007142857142857143,7
0.010,0.077,0.4,0.08875,0.00625,7
0.010,0.077,0.45,0.08777777777777777,0.005555555555555556,7
0.010,0.077,0.5,0.092,0.005,7
0.010,0.077,0.55,0.08636363636363636,0.005454545454545455,7
0.010,0.077,0.6,0.07916666666666666,0.005,7
0.010,0.077,0.65,0.07307692307692308,0.004615384615384616,7
0.010,0.077,0.7,0.06785714285714285,0.004285714285714286,7
0.010,0.077,0.75,0.06333333333333334,0.004,7
0.010,0.077,0.8,0.059375,0.00375,7
0.010,0.077,0.85,0.05588235294117647,0.0035294117647058825,7
0.010,0.077,0.9,0.05277777777777778,0.0033333333333333335,7
0.010,0.077,0.95,0.05,0.003157894736842105,7
0.010,0.077,1.0,0.0775,0.01,7
0.067,0.413,0.05,0.3,0.23,8
0.067,0.413,0.1,0.325,0.165,8
0.067,0.413,0.15,0.35333333333333333,0.13,8
0.067,0.413,0.2,0.3825,0.11,8
0.067,0.413,0.25,0.388,0.104,8
0.067,0.413,0.3,0.40166666666666667,0.1,8
0.067,0.413,0.35,0.3942857142857143,0.09571428571428571,8
0.067,0.413,0.4,0.39625,0.0975,8
0.067,0.413,0.45,0.4022222222222222,0.09111111111111111,8
0.067,0.413,0.5,0.405,0.088,8
0.067,0.413,0.55,0.39636363636363636,0.0809090909090909,8
0.067,0.413,0.6,0.36333333333333334,0.07416666666666667,8
0.067,0.413,0.65,0.3353846153846154,0.06846153846153846,8
0.067,0.413,0.7,0.31142857142857144,0.06357142857142857,8
0.067,0.413,0.75,0.2906666666666667,0.059333333333333335,8
0.067,0.413,0.8,0.29375,0.055625,8
0.067,0.413,0.85,0.3352941176470588,0.05235294117647059,8
0.067,0.413,0.9,0.37222222222222223,0.049444444444444444,8
0.067,0.413,0.95,0.4052631578947368,0.04684210526315789,8
0.067,0.413,1.0,0.4125,0.067,8
0.181,0.129,0.05,0.12,0.17,6
0.181,0.129,0.1,0.13,0.21,6
0.181,0.129,0.15,0.11333333333333333,0.21666666666666667,6
0.181,0.129,0.2,0.1125,0.195,6
0.181,0.129,0.25,0.112,0.186,6
0.181,0.129,0.3,0.11166666666666666,0.19166666666666668,6
0.181,0.129,0.35,0.11571428571428571,0.19142857142857142,6
0.181,0.129,0.4,0.11625,0.1875,6
0.181,0.129,0.45,0.12222222222222222,0.18666666666666668,6
0.181,0.129,0.5,0.122,0.197,6
0.181,0.129,0.55,0.12,0.19454545454545455,6
0.181,0.129,0.6,0.1125,0.18166666666666667,6
0.181,0.129,0.65,0.10384615384615385,0.1676923076923077,6
0.181,0.129,0.7,0.09642857142857143,0.15571428571428572,6
0.181,0.129,0.75,0.09,0.14533333333333334,6
0.181,0.129,0.8,0.084375,0.13625,6
0.181,0.129,0.85,0.07941176470588235,0.12823529411764706,6
0.181,0.129,0.9,0.11222222222222222,0.12111111111111111,6
0.181,0.129,0.95,0.13578947368421052,0.13789473684210526,6
0.181,0.129,1.0,0.129,0.181,6
0.024,0.438,0.05,0.39,0.11,8
0.024,0.438,0.1,0.4,0.08,8
0.024,0.438,0.15,0.4266666666666667,0.07,8
0.024,0.438,0.2,0.415,0.065,8
0.024,0.438,0.25,0.418,0.056,8
0.024,0.438,0.3,0.425,0.04833333333333333,8
0.024,0.438,0.35,0.44285714285714284,0.04285714285714286,8
0.024,0.438,0.4,0.435,0.0375,8
0.024,0.438,0.45,0.44555555555555554,0.035555555555555556,8
0.024,0.438,0.5,0.443,0.033,8
0.024,0.438,0.55,0.44181818181818183,0.03090909090909091,8
0.024,0.438,0.6,0.4091666666666667,0.028333333333333332,8
0.024,0.438,0.65,0.3776923076923077,0.026153846153846153,8
0.024,0.438,0.7,0.3507142857142857,0.024285714285714285,8
0.024,0.438,0.75,0.3273333333333333,0.02266666666666667,8
0.024,0.438,0.8,0.306875,0.02125,8
0.024,0.438,0.85,0.34705882352941175,0.02,8
0.024,0.438,0.9,0.38333333333333336,0.01888888888888889,8
0.024,0.438,0.95,0.41578947368421054,0.017894736842105262,8
0.024,0.438,1.0,0.4385,0.0235,8
0.053,0.077,0.05,0.14,0.02,5
0.053,0.077,0.1,0.095,0.02,5
0.053,0.077,0.15,0.09,0.02666666666666667,5
0.053,0.077,0.2,0.08,0.0275,5
0.053,0.077,0.25,0.066,0.038,5
0.053,0.077,0.3,0.07166666666666667,0.03833333333333333,5
0.053,0.077,0.35,0.07571428571428572,0.04,5
0.053,0.077,0.4,0.0775,0.04375,5
0.053,0.077,0.45,0.07444444444444444,0.04555555555555556,5
0.053,0.077,0.5,0.072,0.049,5
0.053,0.077,0.55,0.07272727272727272,0.04727272727272727,5
0.053,0.077,0.6,0.06666666666666667,0.043333333333333335,5
0.053,0.077,0.65,0.06153846153846154,0.04,5
0.053,0.077,0.7,0.05714285714285714,0.037142857142857144,5
0.053,0.077,0.75,0.05333333333333334,0.034666666666666665,5
0.053,0.077,0.8,0.05,0.0325,5
0.053,0.077,0.85,0.047058823529411764,0.03058823529411765,5
0.053,0.077,0.9,0.044444444444444446,0.028888888888888888,5
0.053,0.077,0.95,0.05789473684210526,0.02736842105263158,5
0.053,0.077,1.0,0.0775,0.0535,5
0.059,0.387,0.05,0.33,0.11,2
0.059,0.387,0.1,0.315,0.09,2
0.059,0.387,0.15,0.31333333333333335,0.08666666666666667,2
0.059,0.387,0.2,0.34,0.075,2
0.059,0.387,0.25,0.354,0.07,2
0.059,0.387,0.3,0.36,0.07,2
0.059,0.387,0.35,0.36428571428571427,0.07285714285714286,2
0.059,0.387,0.4,0.36,0.07375,2
0.059,0.387,0.45,0.36777777777777776,0.07,2
0.059,0.387,0.5,0.364,0.069,2
0.059,0.387,0.55,0.3609090909090909,0.06454545454545454,2
0.059,0.387,0.6,0.3308333333333333,0.059166666666666666,2
0.059,0.387,0.65,0.30538461538461537,0.054615384615384614,2
0.059,0.387,0.7,0.2835714285714286,0.05071428571428571,2
0.059,0.387,0.75,0.26466666666666666,0.04733333333333333,2
0.059,0.387,0.8,0.2625,0.044375,2
0.059,0.387,0.85,0.3058823529411765,0.04176470588235294,2
0.059,0.387,0.9,0.34444444444444444,0.03944444444444444,2
0.059,0.387,0.95,0.37894736842105264,0.03736842105263158,2
0.059,0.387,1.0,0.387,0.0585,2
0.100,0.335,0.05,0.34,0.24,6
0.100,0.335,0.1,0.335,0.18,6
0.100,0.335,0.15,0.31666666666666665,0.17666666666666667,6
0.100,0.335,0.2,0.32,0.1575,6
0.100,0.335,0.25,0.312,0.164,6
0.100,0.335,0.3,0.32,0.14833333333333334,6
0.100,0.335,0.35,0.30142857142857143,0.1457142857142857,6
0.100,0.335,0.4,0.29875,0.1375,6
0.100,0.335,0.45,0.29777777777777775,0.1322222222222222,6
0.100,0.335,0.5,0.301,0.127,6
0.100,0.335,0.55,0.31,0.12181818181818181,6
0.100,0.335,0.6,0.2841666666666667,0.11166666666666666,6
0.100,0.335,0.65,0.2623076923076923,0.10307692307692308,6
0.100,0.335,0.7,0.24357142857142858,0.09571428571428571,6
0.100,0.335,0.75,0.22733333333333333,0.08933333333333333,6
0.100,0.335,0.8,0.213125,0.08375,6
0.100,0.335,0.85,0.2564705882352941,0.07882352941176471,6
0.100,0.335,0.9,0.29777777777777775,0.07444444444444444,6
0.100,0.335,0.95,0.33473684210526317,0.07052631578947369,6
0.100,0.335,1.0,0.3355,0.0995,6
0.010,0.413,0.05,0.39,0.04,2
0.010,0.413,0.1,0.39,0.025,2
0.010,0.413,0.15,0.38333333333333336,0.03333333333333333,2
0.010,0.413,0.2,0.3775,0.03,2
0.010,0.413,0.25,0.364,0.026,2
0.010,0.413,0.3,0.3566666666666667,0.023333333333333334,2
0.010,0.413,0.35,0.36428571428571427,0.02,2
0.010,0.413,0.4,0.36875,0.0175,2
0.010,0.413,0.45,0.37777777777777777,0.015555555555555555,2
0.010,0.413,0.5,0.386,0.015,2
0.010,0.413,0.55,0.39545454545454545,0.014545454545454545,2
0.010,0.413,0.6,0.365,0.013333333333333334,2
0.010,0.413,0.65,0.33692307692307694,0.012307692307692308,2
0.010,0.413,0.7,0.31285714285714283,0.011428571428571429,2
0.010,0.413,0.75,0.292,0.010666666666666666,2
0.010,0.413,0.8,0.27375,0.01,2
0.010,0.413,0.85,0.3111764705882353,0.009411764705882352,2
0.010,0.413,0.9,0.34944444444444445,0.008888888888888889,2
0.010,0.413,0.95,0.3836842105263158,0.008421052631578947,2
0.010,0.413,1.0,0.4125,0.01,2
0.423,0.077,0.05,0.06,0.51,5
0.423,0.077,0.1,0.06,0.49,5
0.423,0.077,0.15,0.056666666666666664,0.48333333333333334,5
0.423,0.077,0.2,0.0625,0.4775,5
0.423,0.077,0.25,0.064,0.46,5
0.423,0.077,0.3,0.06333333333333334,0.44,5
0.423,0.077,0.35,0.06285714285714286,0.42714285714285716,5
0.423,0.077,0.4,0.0625,0.42875,5
0.423,0.077,0.45,0.06555555555555556,0.43333333333333335,5
0.423,0.077,0.5,0.063,0.437,5
0.423,0.077,0.55,0.06272727272727273,0.43363636363636365,5
0.423,0.077,0.6,0.06,0.41,5
0.423,0.077,0.65,0.055384615384615386,0.37846153846153846,5
0.423,0.077,0.7,0.05142857142857143,0.3514285714285714,5
0.423,0.077,0.75,0.048,0.328,5
0.423,0.077,0.8,0.0675,0.3075,5
0.423,0.077,0.85,0.09117647058823529,0.3205882352941177,5
0.423,0.077,0.9,0.08611111111111111,0.35833333333333334,5
0.423,0.077,0.95,0.08157894736842106,0.39210526315789473,5
0.423,0.077,1.0,0.0775,0.4225,5
0.105,0.129,0.05,0.1,0.05,7
0.105,0.129,0.1,0.14,0.095,7
0.105,0.129,0.15,0.12666666666666668,0.10333333333333333,7
0.105,0.129,0.2,0.1375,0.0975,7
0.105,0.129,0.25,0.146,0.088,7
0.105,0.129,0.3,0.145,0.09333333333333334,7
0.105,0.129,0.35,0.14714285714285713,0.09714285714285714,7
0.105,0.129,0.4,0.145,0.09375,7
0.105,0.129,0.45,0.13777777777777778,0.09888888888888889,7
0.105,0.129,0.5,0.139,0.104,7
0.105,0.129,0.55,0.13545454545454547,0.10181818181818182,7
0.105,0.129,0.6,0.12416666666666666,0.09333333333333334,7
0.105,0.129,0.65,0.11461538461538462,0.08615384615384615,7
0.105,0.129,0.7,0.10642857142857143,0.08,7
0.105,0.129,0.75,0.09933333333333333,0.07466666666666667,7
0.105,0.129,0.8,0.093125,0.07,7
0.105,0.129,0.85,0.08764705882352941,0.06588235294117648,7
0.105,0.129,0.9,0.08666666666666667,0.06222222222222222,7
0.105,0.129,0.95,0.13473684210526315,0.05894736842105263,7
0.105,0.129,1.0,0.129,0.105,7
0.051,0.103,0.05,0.09,0.03,8
0.051,0.103,0.1,0.11,0.035,8
0.051,0.103,0.15,0.11,0.03333333333333333,8
0.051,0.103,0.2,0.0975,0.04,8
0.051,0.103,0.25,0.1,0.044,8
0.051,0.103,0.3,0.09,0.04,8
0.051,0.103,0.35,0.09857142857142857,0.041428571428571426,8
0.051,0.103,0.4,0.10625,0.0425,8
0.051,0.103,0.45,0.10777777777777778,0.044444444444444446,8
0.051,0.103,0.5,0.104,0.045,8
0.051,0.103,0.55,0.1009090909090909,0.04454545454545455,8
0.051,0.103,0.6,0.0925,0.04083333333333333,8
0.051,0.103,0.65,0.08538461538461538,0.03769230769230769,8
0.051,0.103,0.7,0.07928571428571428,0.035,8
0.051,0.103,0.75,0.074,0.03266666666666666,8
0.051,0.103,0.8,0.069375,0.030625,8
0.051,0.103,0.85,0.06529411764705882,0.028823529411764706,8
0.051,0.103,0.9,0.06166666666666667,0.02722222222222222,8
0.051,0.103,0.95,0.08368421052631579,0.025789473684210525,8
0.051,0.103,1.0,0.103,0.051,8
0.268,0.000,0.05,0.0,0.15,4
0.268,0.000,0.1,0.0,0.18,4
0.268,0.000,0.15,0.0,0.20333333333333334,4
0.268,0.000,0.2,0.0,0.22,4
0.268,0.000,0.25,0.0,0.212,4
0.268,0.000,0.3,0.0,0.21333333333333335,4
0.268,0.000,0.35,0.0,0.22428571428571428,4
0.268,0.000,0.4,0.0,0.225,4
0.268,0.000,0.45,0.0,0.23777777777777778,4
0.268,0.000,0.5,0.0,0.245,4
0.268,0.000,0.55,0.0,0.24545454545454545,4
0.268,0.000,0.6,0.0,0.23166666666666666,4
0.268,0.000,0.65,0.0,0.21384615384615385,4
0.268,0.000,0.7,0.0,0.19857142857142857,4
0.268,0.000,0.75,0.0,0.18533333333333332,4
0.268,0.000,0.8,0.0,0.17375,4
0.268,0.000,0.85,0.0,0.1635294117647059,4
0.268,0.000,0.9,0.0,0.18666666666666668,4
0.268,0.000,0.95,0.0,0.2294736842105263,4
0.268,0.000,1.0,0.0,0.268,4
0.173,0.181,0.05,0.21,0.19,1
0.173,0.181,0.1,0.165,0.21,1
0.173,0.181,0.15,0.19666666666666666,0.17666666666666667,1
0.173,0.181,0.2,0.1975,0.1625,1
0.173,0.181,0.25,0.2,0.162,1
0.173,0.181,0.3,0.2,0.15833333333333333,1
0.173,0.181,0.35,0.19714285714285715,0.16285714285714287,1
0.173,0.181,0.4,0.19875,0.165,1
0.173,0.181,0.45,0.2011111111111111,0.16333333333333333,1
0.173,0.181,0.5,0.197,0.165,1
0.173,0.181,0.55,0.2009090909090909,0.16727272727272727,1
0.173,0.181,0.6,0.185,0.15583333333333332,1
