prop_min,prop_ally,beta,prop_ally_top_k,prop_min_top_k,iter
0.037,0.438,0.55,0.4081818181818182,0.05,6
0.037,0.438,0.6,0.37416666666666665,0.04583333333333333,6
0.037,0.438,0.65,0.3453846153846154,0.04230769230769231,6
0.037,0.438,0.7,0.32071428571428573,0.039285714285714285,6
0.037,0.438,0.75,0.29933333333333334,0.03666666666666667,6
0.037,0.438,0.8,0.31,0.034375,6
0.037,0.438,0.85,0.35058823529411764,0.03235294117647059,6
0.037,0.438,0.9,0.38666666666666666,0.030555555555555555,6
0.037,0.438,0.95,0.4189473684210526,0.02894736842105263,6
0.037,0.438,1.0,0.4385,0.037,6
0.205,0.026,0.05,0.01,0.07,7
0.205,0.026,0.1,0.02,0.085,7
0.205,0.026,0.15,0.03,0.11666666666666667,7
0.205,0.026,0.2,0.03,0.135,7
0.205,0.026,0.25,0.03,0.152,7
0.205,0.026,0.3,0.03,0.15333333333333332,7
0.205,0.026,0.35,0.027142857142857142,0.15857142857142856,7
0.205,0.026,0.4,0.02875,0.16125,7
0.205,0.026,0.45,0.02666666666666667,0.16444444444444445,7
0.205,0.026,0.5,0.026,0.172,7
0.205,0.026,0.55,0.02727272727272727,0.1781818181818182,7
0.205,0.026,0.6,0.025,0.16333333333333333,7
0.205,0.026,0.65,0.023076923076923078,0.15076923076923077,7
0.205,0.026,0.7,0.02142857142857143,0.14,7
0.205,0.026,0.75,0.02,0.13066666666666665,7
0.205,0.026,0.8,0.01875,0.1225,7
0.205,0.026,0.85,0.01764705882352941,0.11529411764705882,7
0.205,0.026,0.9,0.028888888888888888,0.11666666666666667,7
0.205,0.026,0.95,0.02736842105263158,0.1631578947368421,7
0.205,0.026,1.0,0.026,0.205,7
0.448,0.052,0.05,0.05,0.44,2
0.448,0.052,0.1,0.045,0.46,2
0.448,0.052,0.15,0.056666666666666664,0.4633333333333333,2
0.448,0.052,0.2,0.0625,0.445,2
0.448,0.052,0.25,0.062,0.432,2
0.448,0.052,0.3,0.06666666666666667,0.425,2
0.448,0.052,0.35,0.06571428571428571,0.42857142857142855,2
0.448,0.052,0.4,0.06,0.43,2
0.448,0.052,0.45,0.06,0.43222222222222223,2
0.448,0.052,0.5,0.061,0.438,2
0.448,0.052,0.55,0.060909090909090906,0.43727272727272726,2
0.448,0.052,0.6,0.0575,0.41083333333333333,2
0.448,0.052,0.65,0.05307692307692308,0.3792307692307692,2
0.448,0.052,0.7,0.04928571428571429,0.35214285714285715,2
0.448,0.052,0.75,0.046,0.32866666666666666,2
0.448,0.052,0.8,0.064375,0.310625,2
0.448,0.052,0.85,0.060588235294117644,0.3511764705882353,2
0.448,0.052,0.9,0.05722222222222222,0.38722222222222225,2
0.448,0.052,0.95,0.05421052631578947,0.41947368421052633,2
0.448,0.052,1.0,0.0515,0.4485,2
0.292,0.077,0.05,0.09,0.32,3
0.292,0.077,0.1,0.08,0.29,3
0.292,0.077,0.15,0.08,0.3,3
0.292,0.077,0.2,0.08,0.305,3
0.292,0.077,0.25,0.08,0.31,3
0.292,0.077,0.3,0.07833333333333334,0.29833333333333334,3
0.292,0.077,0.35,0.07857142857142857,0.28714285714285714,3
0.292,0.077,0.4,0.08,0.2775,3
0.292,0.077,0.45,0.07444444444444444,0.27444444444444444,3
0.292,0.077,0.5,0.076,0.275,3
0.292,0.077,0.55,0.07363636363636364,0.2772727272727273,3
0.292,0.077,0.6,0.07083333333333333,0.26,3
0.292,0.077,0.65,0.06538461538461539,0.24,3
0.292,0.077,0.7,0.060714285714285714,0.22285714285714286,3
0.292,0.077,0.75,0.056666666666666664,0.208,3
0.292,0.077,0.8,0.053125,0.195,3
0.292,0.077,0.85,0.07470588235294118,0.18352941176470589,3
0.292,0.077,0.9,0.08611111111111111,0.21333333333333335,3
0.292,0.077,0.95,0.08157894736842106,0.25473684210526315,3
0.292,0.077,1.0,0.0775,0.292,3
0.083,0.413,0.05,0.3,0.29,8
0.083,0.413,0.1,0.315,0.22,8
0.083,0.413,0.15,0.36666666666666664,0.18,8
0.083,0.413,0.2,0.36,0.16,8
0.083,0.413,0.25,0.368,0.144,8
0.083,0.413,0.3,0.37666666666666665,0.13666666666666666,8
0.083,0.413,0.35,0.38142857142857145,0.13142857142857142,8
0.083,0.413,0.4,0.39,0.1225,8
0.083,0.413,0.45,0.39555555555555555,0.11222222222222222,8
0.083,0.413,0.5,0.394,0.11,8
0.083,0.413,0.55,0.3881818181818182,0.10727272727272727,8
0.083,0.413,0.6,0.35583333333333333,0.09833333333333333,8
0.083,0.413,0.65,0.32846153846153847,0.09076923076923077,8
0.083,0.413,0.7,0.305,0.08428571428571428,8
0.083,0.413,0.75,0.2846666666666667,0.07866666666666666,8
0.083,0.413,0.8,0.29625,0.07375,8
0.083,0.413,0.85,0.3376470588235294,0.06941176470588235,8
0.083,0.413,0.9,0.37444444444444447,0.06555555555555556,8
0.083,0.413,0.95,0.4073684210526316,0.06210526315789474,8
0.083,0.413,1.0,0.4125,0.0835,8
0.063,0.155,0.05,0.19,0.02,0
0.063,0.155,0.1,0.15,0.035,0
0.063,0.155,0.15,0.14333333333333334,0.043333333333333335,0
0.063,0.155,0.2,0.1375,0.0475,0
0.063,0.155,0.25,0.154,0.048,0
0.063,0.155,0.3,0.15,0.04833333333333333,0
0.063,0.155,0.35,0.15285714285714286,0.04857142857142857,0
0.063,0.155,0.4,0.15,0.05,0
0.063,0.155,0.45,0.1511111111111111,0.05444444444444444,0
0.063,0.155,0.5,0.152,0.053,0
0.063,0.155,0.55,0.1509090909090909,0.053636363636363635,0
0.063,0.155,0.6,0.13833333333333334,0.049166666666666664,0
0.063,0.155,0.65,0.1276923076923077,0.045384615384615384,0
0.063,0.155,0.7,0.11857142857142858,0.04214285714285714,0
0.063,0.155,0.75,0.11066666666666666,0.03933333333333333,0
0.063,0.155,0.8,0.10375,0.036875,0
0.063,0.155,0.85,0.0976470588235294,0.03470588235294118,0
0.063,0.155,0.9,0.09777777777777778,0.03277777777777778,0
0.063,0.155,0.95,0.14526315789473684,0.03105263157894737,0
0.063,0.155,1.0,0.1545,0.063,0
0.048,0.438,0.05,0.35,0.17,8
0.048,0.438,0.1,0.36,0.105,8
0.048,0.438,0.15,0.42333333333333334,0.09,8
0.048,0.438,0.2,0.44,0.0875,8
0.048,0.438,0.25,0.424,0.088,8
0.048,0.438,0.3,0.43,0.07833333333333334,8
0.048,0.438,0.35,0.4357142857142857,0.07571428571428572,8
0.048,0.438,0.4,0.4325,0.07,8
0.048,0.438,0.45,0.43444444444444447,0.06555555555555556,8
0.048,0.438,0.5,0.437,0.061,8
0.048,0.438,0.55,0.42727272727272725,0.057272727272727274,8
0.048,0.438,0.6,0.39166666666666666,0.0525,8
0.048,0.438,0.65,0.36153846153846153,0.04846153846153846,8
0.048,0.438,0.7,0.3357142857142857,0.045,8
0.048,0.438,0.75,0.31333333333333335,0.042,8
0.048,0.438,0.8,0.31875,0.039375,8
0.048,0.438,0.85,0.3588235294117647,0.03705882352941176,8
0.048,0.438,0.9,0.39444444444444443,0.035,8
0.048,0.438,0.95,0.4263157894736842,0.03315789473684211,8
0.048,0.438,1.0,0.4385,0.048,8
0.132,0.232,0.05,0.23,0.24,9
0.132,0.232,0.1,0.21,0.195,9
0.132,0.232,0.15,0.21,0.17666666666666667,9
0.132,0.232,0.2,0.22,0.175,9
0.132,0.232,0.25,0.234,0.168,9
0.132,0.232,0.3,0.22833333333333333,0.15666666666666668,9
0.132,0.232,0.35,0.23,0.15571428571428572,9
0.132,0.232,0.4,0.22625,0.15625,9
0.132,0.232,0.45,0.22111111111111112,0.15333333333333332,9
0.132,0.232,0.5,0.229,0.147,9
0.132,0.232,0.55,0.23272727272727273,0.1409090909090909,9
0.132,0.232,0.6,0.21333333333333335,0.12916666666666668,9
0.132,0.232,0.65,0.19692307692307692,0.11923076923076924,9
0.132,0.232,0.7,0.18285714285714286,0.11071428571428571,9
0.132,0.232,0.75,0.17066666666666666,0.10333333333333333,9
0.132,0.232,0.8,0.16,0.096875,9
0.132,0.232,0.85,0.16117647058823528,0.09117647058823529,9
0.132,0.232,0.9,0.20777777777777778,0.08611111111111111,9
0.132,0.232,0.95,0.24421052631578946,0.0868421052631579,9
0.132,0.232,1.0,0.232,0.1325,9
0.238,0.181,0.05,0.16,0.38,6
0.238,0.181,0.1,0.15,0.355,6
0.238,0.181,0.15,0.14333333333333334,0.3466666666666667,6
0.238,0.181,0.2,0.155,0.3175,6
0.238,0.181,0.25,0.162,0.302,6
0.238,0.181,0.3,0.16,0.28833333333333333,6
0.238,0.181,0.35,0.16428571428571428,0.28,6
0.238,0.181,0.4,0.1675,0.2675,6
0.238,0.181,0.45,0.1622222222222222,0.26666666666666666,6
0.238,0.181,0.5,0.167,0.255,6
0.238,0.181,0.55,0.16363636363636364,0.24636363636363637,6
0.238,0.181,0.6,0.15,0.22583333333333333,6
0.238,0.181,0.65,0.13846153846153847,0.20846153846153845,6
0.238,0.181,0.7,0.12857142857142856,0.19357142857142856,6
0.238,0.181,0.75,0.12,0.18066666666666667,6
0.238,0.181,0.8,0.1125,0.169375,6
0.238,0.181,0.85,0.1564705882352941,0.15941176470588236,6
0.238,0.181,0.9,0.20055555555555554,0.15333333333333332,6
0.238,0.181,0.95,0.19,0.19789473684210526,6
0.238,0.181,1.0,0.1805,0.238,6
0.234,0.103,0.05,0.1,0.27,4
0.234,0.103,0.1,0.1,0.255,4
0.234,0.103,0.15,0.1,0.24333333333333335,4
0.234,0.103,0.2,0.085,0.23,4
0.234,0.103,0.25,0.084,0.242,4
0.234,0.103,0.3,0.09166666666666666,0.24666666666666667,4
0.234,0.103,0.35,0.09142857142857143,0.2342857142857143,4
0.234,0.103,0.4,0.085,0.23875,4
0.234,0.103,0.45,0.08444444444444445,0.24555555555555555,4
0.234,0.103,0.5,0.082,0.248,4
0.234,0.103,0.55,0.08727272727272728,0.24545454545454545,4
0.234,0.103,0.6,0.0825,0.22833333333333333,4
0.234,0.103,0.65,0.07615384615384616,0.21076923076923076,4
0.234,0.103,0.7,0.07071428571428572,0.1957142857142857,4
0.234,0.103,0.75,0.066,0.18266666666666667,4
0.234,0.103,0.8,0.061875,0.17125,4
0.234,0.103,0.85,0.058823529411764705,0.16117647058823528,4
0.234,0.103,0.9,0.1111111111111111,0.15222222222222223,4
0.234,0.103,0.95,0.10842105263157895,0.1936842105263158,4
0.234,0.103,1.0,0.103,0.234,4
0.067,0.129,0.05,0.09,0.05,1
0.067,0.129,0.1,0.1,0.035,1
0.067,0.129,0.15,0.09666666666666666,0.04,1
0.067,0.129,0.2,0.1225,0.04,1
0.067,0.129,0.25,0.124,0.038,1
0.067,0.129,0.3,0.12333333333333334,0.03666666666666667,1
0.067,0.129,0.35,0.12857142857142856,0.04285714285714286,1
0.067,0.129,0.4,0.13375,0.045,1
0.067,0.129,0.45,0.13444444444444445,0.04888888888888889,1
0.067,0.129,0.5,0.135,0.052,1
0.067,0.129,0.55,0.13363636363636364,0.053636363636363635,1
0.067,0.129,0.6,0.12333333333333334,0.0525,1
0.067,0.129,0.65,0.11384615384615385,0.04846153846153846,1
0.067,0.129,0.7,0.10571428571428572,0.045,1
0.067,0.129,0.75,0.09866666666666667,0.042,1
0.067,0.129,0.8,0.0925,0.039375,1
0.067,0.129,0.85,0.08705882352941176,0.03705882352941176,1
0.067,0.129,0.9,0.08222222222222222,0.035,1
0.067,0.129,0.95,0.12052631578947369,0.03315789473684211,1
0.067,0.129,1.0,0.129,0.067,1
0.010,0.284,0.05,0.28,0.05,8
0.010,0.284,0.1,0.27,0.035,8
0.010,0.284,0.15,0.2733333333333333,0.02666666666666667,8
0.010,0.284,0.2,0.275,0.0225,8
0.010,0.284,0.25,0.26,0.02,8
0.010,0.284,0.3,0.26166666666666666,0.02,8
0.010,0.284,0.35,0.26857142857142857,0.02,8
0.010,0.284,0.4,0.27375,0.01875,8
0.010,0.284,0.45,0.2733333333333333,0.016666666666666666,8
0.010,0.284,0.5,0.282,0.015,8
0.010,0.284,0.55,0.2790909090909091,0.014545454545454545,8
0.010,0.284,0.6,0.25583333333333336,0.013333333333333334,8
0.010,0.284,0.65,0.23615384615384616,0.012307692307692308,8
0.010,0.284,0.7,0.21928571428571428,0.011428571428571429,8
0.010,0.284,0.75,0.20466666666666666,0.010666666666666666,8
0.010,0.284,0.8,0.191875,0.01,8
0.010,0.284,0.85,0.18058823529411766,0.009411764705882352,8
0.010,0.284,0.9,0.2061111111111111,0.008888888888888889,8
0.010,0.284,0.95,0.24789473684210525,0.008421052631578947,8
0.010,0.284,1.0,0.2835,0.01,8
0.254,0.103,0.05,0.13,0.27,3
0.254,0.103,0.1,0.105,0.235,3
0.254,0.103,0.15,0.10333333333333333,0.24,3
0.254,0.103,0.2,0.115,0.235,3
0.254,0.103,0.25,0.114,0.256,3
0.254,0.103,0.3,0.11666666666666667,0.25333333333333335,3
0.254,0.103,0.35,0.11142857142857143,0.24142857142857144,3
0.254,0.103,0.4,0.1125,0.24125,3
0.254,0.103,0.45,0.11444444444444445,0.25333333333333335,3
0.254,0.103,0.5,0.116,0.249,3
0.254,0.103,0.55,0.11090909090909092,0.2545454545454545,3
0.254,0.103,0.6,0.10166666666666667,0.23416666666666666,3
0.254,0.103,0.65,0.09384615384615384,0.21615384615384614,3
0.254,0.103,0.7,0.08714285714285715,0.2007142857142857,3
0.254,0.103,0.75,0.08133333333333333,0.18733333333333332,3
0.254,0.103,0.8,0.07625,0.175625,3
0.254,0.103,0.85,0.07882352941176471,0.1652941176470588,3
0.254,0.103,0.9,0.11444444444444445,0.17166666666666666,3
0.254,0.103,0.95,0.10842105263157895,0.21526315789473685,3
0.254,0.103,1.0,0.103,0.2545,3
0.173,0.284,0.05,0.28,0.33,5
0.173,0.284,0.1,0.27,0.28,5
0.173,0.284,0.15,0.28,0.24666666666666667,5
0.173,0.284,0.2,0.2775,0.2375,5
0.173,0.284,0.25,0.268,0.22,5
0.173,0.284,0.3,0.275,0.21333333333333335,5
0.173,0.284,0.35,0.28714285714285714,0.2,5
0.173,0.284,0.4,0.28875,0.2,5
0.173,0.284,0.45,0.28888888888888886,0.19111111111111112,5
0.173,0.284,0.5,0.288,0.192,5
0.173,0.284,0.55,0.2863636363636364,0.1918181818181818,5
0.173,0.284,0.6,0.2625,0.17583333333333334,5
0.173,0.284,0.65,0.2423076923076923,0.16230769230769232,5
0.173,0.284,0.7,0.225,0.15071428571428572,5
0.173,0.284,0.75,0.21,0.14066666666666666,5
0.173,0.284,0.8,0.196875,0.131875,5
0.173,0.284,0.85,0.23647058823529413,0.12411764705882353,5
0.173,0.284,0.9,0.2788888888888889,0.11722222222222223,5
0.173,0.284,0.95,0.2984210526315789,0.12947368421052632,5
0.173,0.284,1.0,0.2835,0.173,5
0.018,0.413,0.05,0.41,0.09,7
0.018,0.413,0.1,0.415,0.06,7
0.018,0.413,0.15,0.41333333333333333,0.05333333333333334,7
0.018,0.413,0.2,0.415,0.045,7
0.018,0.413,0.25,0.414,0.04,7
0.018,0.413,0.3,0.4216666666666667,0.035,7
0.018,0.413,0.35,0.42714285714285716,0.03142857142857143,7
0.018,0.413,0.4,0.42125,0.0275,7
0.018,0.413,0.45,0.4288888888888889,0.024444444444444446,7
0.018,0.413,0.5,0.43,0.024,7
0.018,0.413,0.55,0.42272727272727273,0.02181818181818182,7
0.018,0.413,0.6,0.3875,0.02,7
0.018,0.413,0.65,0.3576923076923077,0.018461538461538463,7
0.018,0.413,0.7,0.33214285714285713,0.017142857142857144,7
0.018,0.413,0.75,0.31,0.016,7
0.018,0.413,0.8,0.290625,0.015,7
0.018,0.413,0.85,0.3164705882352941,0.01411764705882353,7
0.018,0.413,0.9,0.35444444444444445,0.013333333333333334,7
0.018,0.413,0.95,0.38842105263157894,0.01263157894736842,7
0.018,0.413,1.0,0.4125,0.0185,7
0.010,0.258,0.05,0.26,0.01,9
0.010,0.258,0.1,0.27,0.005,9
0.010,0.258,0.15,0.2733333333333333,0.0033333333333333335,9
0.010,0.258,0.2,0.2775,0.0075,9
0.010,0.258,0.25,0.292,0.006,9
0.010,0.258,0.3,0.2783333333333333,0.006666666666666667,9
0.010,0.258,0.35,0.2671428571428571,0.008571428571428572,9
0.010,0.258,0.4,0.2525,0.01,9
0.010,0.258,0.45,0.2577777777777778,0.011111111111111112,9
0.010,0.258,0.5,0.257,0.01,9
0.010,0.258,0.55,0.26545454545454544,0.01090909090909091,9
0.010,0.258,0.6,0.245,0.01,9
0.010,0.258,0.65,0.22615384615384615,0.009230769230769232,9
0.010,0.258,0.7,0.21,0.008571428571428572,9
0.010,0.258,0.75,0.196,0.008,9
0.010,0.258,0.8,0.18375,0.0075,9
0.010,0.258,0.85,0.17294117647058824,0.007058823529411765,9
0.010,0.258,0.9,0.18,0.006666666666666667,9
0.010,0.258,0.95,0.2231578947368421,0.00631578947368421,9
0.010,0.258,1.0,0.258,0.01,9
0.086,0.129,0.05,0.13,0.03,1
0.086,0.129,0.1,0.105,0.07,1
0.086,0.129,0.15,0.12,0.06333333333333334,1
0.086,0.129,0.2,0.12,0.06,1
0.086,0.129,0.25,0.134,0.056,1
0.086,0.129,0.3,0.13166666666666665,0.06166666666666667,1
0.086,0.129,0.35,0.13,0.07142857142857142,1
0.086,0.129,0.4,0.125,0.075,1
0.086,0.129,0.45,0.1288888888888889,0.07555555555555556,1
0.086,0.129,0.5,0.13,0.08,1
0.086,0.129,0.55,0.12727272727272726,0.08272727272727273,1
0.086,0.129,0.6,0.11666666666666667,0.07583333333333334,1
0.086,0.129,0.65,0.1076923076923077,0.07,1
0.086,0.129,0.7,0.1,0.065,1
0.086,0.129,0.75,0.09333333333333334,0.06066666666666667,1
0.086,0.129,0.8,0.0875,0.056875,1
0.086,0.129,0.85,0.08235294117647059,0.05352941176470588,1
0.086,0.129,0.9,0.07777777777777778,0.050555555555555555,1
0.086,0.129,0.95,0.12578947368421053,0.04789473684210526,1
0.086,0.129,1.0,0.129,0.086,1
0.010,0.026,0.05,0.02,0.0,3
0.010,0.026,0.1,0.025,0.0,3
0.010,0.026,0.15,0.02,0.0,3
0.010,0.026,0.2,0.015,0.0025,3
0.010,0.026,0.25,0.016,0.002,3
0.010,0.026,0.3,0.021666666666666667,0.0016666666666666668,3
0.010,0.026,0.35,0.022857142857142857,0.0014285714285714286,3
0.010,0.026,0.4,0.02,0.00125,3
0.010,0.026,0.45,0.01888888888888889,0.0011111111111111111,3
0.010,0.026,0.5,0.019,0.003,3
0.010,0.026,0.55,0.02181818181818182,0.0027272727272727275,3
0.010,0.026,0.6,0.02,0.0025,3
0.010,0.026,0.65,0.018461538461538463,0.002307692307692308,3
0.010,0.026,0.7,0.017142857142857144,0.002142857142857143,3
0.010,0.026,0.75,0.016,0.002,3
0.010,0.026,0.8,0.015,0.001875,3
0.010,0.026,0.85,0.01411764705882353,0.0017647058823529412,3
0.010,0.026,0.9,0.013333333333333334,0.0016666666666666668,3
0.010,0.026,0.95,0.01263157894736842,0.0015789473684210526,3
0.010,0.026,1.0,0.026,0.01,3
0.032,0.387,0.05,0.34,0.1,0
0.032,0.387,0.1,0.335,0.08,0
0.032,0.387,0.15,0.38,0.056666666666666664,0
0.032,0.387,0.2,0.365,0.055,0
0.032,0.387,0.25,0.364,0.054,0
0.032,0.387,0.3,0.37666666666666665,0.04833333333333333,0
0.032,0.387,0.35,0.38142857142857145,0.04428571428571428,0
0.032,0.387,0.4,0.37875,0.04125,0
0.032,0.387,0.45,0.37777777777777777,0.03777777777777778,0
0.032,0.387,0.5,0.371,0.036,0
0.032,0.387,0.55,0.3690909090909091,0.034545454545454546,0
0.032,0.387,0.6,0.3383333333333333,0.03166666666666667,0
0.032,0.387,0.65,0.3123076923076923,0.02923076923076923,0
0.032,0.387,0.7,0.29,0.027142857142857142,0
0.032,0.387,0.75,0.27066666666666667,0.025333333333333333,0
0.032,0.387,0.8,0.25375,0.02375,0
0.032,0.387,0.85,0.29352941176470587,0.02235294117647059,0
0.032,0.387,0.9,0.3327777777777778,0.021111111111111112,0
0.032,0.387,0.95,0.3678947368421053,0.02,0
0.032,0.387,1.0,0.387,0.0315,0
0.124,0.129,0.05,0.11,0.1,5
0.124,0.129,0.1,0.11,0.115,5
0.124,0.129,0.15,0.11,0.12,5
0.124,0.129,0.2,0.12,0.125,5
0.124,0.129,0.25,0.114,0.132,5
0.124,0.129,0.3,0.11666666666666667,0.12666666666666668,5
0.124,0.129,0.35,0.12142857142857143,0.13,5
0.124,0.129,0.4,0.1175,0.12,5
0.124,0.129,0.45,0.11444444444444445,0.12222222222222222,5
0.124,0.129,0.5,0.113,0.123,5
0.124,0.129,0.55,0.11818181818181818,0.12181818181818181,5
0.124,0.129,0.6,0.1125,0.11416666666666667,5
0.124,0.129,0.65,0.10384615384615385,0.10538461538461538,5
0.124,0.129,0.7,0.09642857142857143,0.09785714285714285,5
0.124,0.129,0.75,0.09,0.09133333333333334,5
0.124,0.129,0.8,0.084375,0.085625,5
0.124,0.129,0.85,0.07941176470588235,0.08058823529411764,5
0.124,0.129,0.9,0.09388888888888888,0.07611111111111112,5
0.124,0.129,0.95,0.13578947368421052,0.07789473684210527,5
0.124,0.129,1.0,0.129,0.124,5
0.034,0.464,0.05,0.47,0.09,3
0.034,0.464,0.1,0.48,0.085,3
0.034,0.464,0.15,0.4866666666666667,0.07333333333333333,3
0.034,0.464,0.2,0.4575,0.0725,3
0.034,0.464,0.25,0.458,0.062,3
0.034,0.464,0.3,0.4666666666666667,0.056666666666666664,3
0.034,0.464,0.35,0.4742857142857143,0.05285714285714286,3
0.034,0.464,0.4,0.47375,0.0475,3
0.034,0.464,0.45,0.4677777777777778,0.04555555555555556,3
0.034,0.464,0.5,0.454,0.045,3
0.034,0.464,0.55,0.45181818181818184,0.042727272727272725,3
0.034,0.464,0.6,0.42,0.03916666666666667,3
0.034,0.464,0.65,0.38769230769230767,0.036153846153846154,3
0.034,0.464,0.7,0.36,0.03357142857142857,3
0.034,0.464,0.75,0.336,0.03133333333333333,3
0.034,0.464,0.8,0.34375,0.029375,3
0.034,0.464,0.85,0.38235294117647056,0.027647058823529413,3
0.034,0.464,0.9,0.4166666666666667,0.026111111111111113,3
0.034,0.464,0.95,0.4473684210526316,0.024736842105263158,3
0.034,0.464,1.0,0.464,0.0345,3
0.081,0.387,0.05,0.31,0.21,7
0.081,0.387,0.1,0.37,0.18,7
0.081,0.387,0.15,0.38333333333333336,0.16,7
0.081,0.387,0.2,0.38,0.145,7
0.081,0.387,0.25,0.368,0.138,7
0.081,0.387,0.3,0.38,0.12,7
0.081,0.387,0.35,0.3842857142857143,0.11142857142857143,7
0.081,0.387,0.4,0.38375,0.105,7
0.081,0.387,0.45,0.3844444444444444,0.10555555555555556,7
0.081,0.387,0.5,0.393,0.103,7
0.081,0.387,0.55,0.38272727272727275,0.09636363636363636,7
0.081,0.387,0.6,0.35083333333333333,0.08833333333333333,7
0.081,0.387,0.65,0.32384615384615384,0.08153846153846153,7
0.081,0.387,0.7,0.3007142857142857,0.07571428571428572,7
0.081,0.387,0.75,0.2806666666666667,0.07066666666666667,7
0.081,0.387,0.8,0.268125,0.06625,7
0.081,0.387,0.85,0.3111764705882353,0.06235294117647059,7
0.081,0.387,0.9,0.34944444444444445,0.058888888888888886,7
0.081,0.387,0.95,0.3836842105263158,0.05578947368421053,7
0.081,0.387,1.0,0.387,0.0805,7
0.071,0.361,0.05,0.41,0.16,3
0.071,0.361,0.1,0.41,0.125,3
0.071,0.361,0.15,0.37,0.11333333333333333,3
0.071,0.361,0.2,0.36,0.105,3
0.071,0.361,0.25,0.366,0.096,3
0.071,0.361,0.3,0.355,0.09666666666666666,3
0.071,0.361,0.35,0.3585714285714286,0.08857142857142856,3
0.071,0.361,0.4,0.35625,0.08625,3
0.071,0.361,0.45,0.35777777777777775,0.08333333333333333,3
0.071,0.361,0.5,0.359,0.083,3
0.071,0.361,0.55,0.3609090909090909,0.08272727272727273,3
0.071,0.361,0.6,0.3408333333333333,0.07916666666666666,3
0.071,0.361,0.65,0.31461538461538463,0.07307692307692308,3
0.071,0.361,0.7,0.29214285714285715,0.06785714285714285,3
0.071,0.361,0.75,0.27266666666666667,0.06333333333333334,3
0.071,0.361,0.8,0.255625,0.059375,3
0.071,0.361,0.85,0.27588235294117647,0.05588235294117647,3
0.071,0.361,0.9,0.3161111111111111,0.05277777777777778,3
0.071,0.361,0.95,0.35210526315789475,0.05,3
0.071,0.361,1.0,0.361,0.071,3
0.071,0.361,0.05,0.29,0.15,8
0.071,0.361,0.1,0.35,0.16,8
0.071,0.361,0.15,0.3466666666666667,0.14666666666666667,8
0.071,0.361,0.2,0.335,0.125,8
0.071,0.361,0.25,0.338,0.112,8
0.071,0.361,0.3,0.35,0.115,8
0.071,0.361,0.35,0.35428571428571426,0.11142857142857143,8
0.071,0.361,0.4,0.355,0.105,8
0.071,0.361,0.45,0.35,0.09888888888888889,8
0.071,0.361,0.5,0.361,0.094,8
0.071,0.361,0.55,0.35818181818181816,0.09,8
0.071,0.361,0.6,0.3325,0.0825,8
0.071,0.361,0.65,0.3069230769230769,0.07615384615384616,8
0.071,0.361,0.7,0.285,0.07071428571428572,8
0.071,0.361,0.75,0.266,0.066,8
0.071,0.361,0.8,0.249375,0.061875,8
0.071,0.361,0.85,0.2735294117647059,0.05823529411764706,8
0.071,0.361,0.9,0.3138888888888889,0.055,8
0.071,0.361,0.95,0.35,0.05210526315789474,8
0.071,0.361,1.0,0.361,0.071,8
0.010,0.361,0.05,0.31,0.05,2
0.010,0.361,0.1,0.32,0.035,2
0.010,0.361,0.15,0.34,0.02666666666666667,2
0.010,0.361,0.2,0.33,0.025,2
0.010,0.361,0.25,0.338,0.022,2
0.010,0.361,0.3,0.335,0.018333333333333333,2
0.010,0.361,0.35,0.3414285714285714,0.015714285714285715,2
0.010,0.361,0.4,0.32875,0.02,2
0.010,0.361,0.45,0.32555555555555554,0.017777777777777778,2
0.010,0.361,0.5,0.335,0.016,2
0.010,0.361,0.55,0.34,0.014545454545454545,2
0.010,0.361,0.6,0.31416666666666665,0.014166666666666666,2
0.010,0.361,0.65,0.29,0.013076923076923076,2
0.010,0.361,0.7,0.2692857142857143,0.012142857142857143,2
0.010,0.361,0.75,0.25133333333333335,0.011333333333333334,2
0.010,0.361,0.8,0.235625,0.010625,2
0.010,0.361,0.85,0.25,0.01,2
0.010,0.361,0.9,0.2916666666666667,0.009444444444444445,2
0.010,0.361,0.95,0.32894736842105265,0.008947368421052631,2
0.010,0.361,1.0,0.361,0.01,2
0.013,0.438,0.05,0.4,0.06,4
0.013,0.438,0.1,0.415,0.035,4
0.013,0.438,0.15,0.41333333333333333,0.02666666666666667,4
0.013,0.438,0.2,0.41,0.0225,4
0.013,0.438,0.25,0.428,0.02,4
0.013,0.438,0.3,0.4216666666666667,0.02,4
0.013,0.438,0.35,0.4157142857142857,0.017142857142857144,4
0.013,0.438,0.4,0.43,0.0175,4
0.013,0.438,0.45,0.43666666666666665,0.016666666666666666,4
0.013,0.438,0.5,0.442,0.017,4
0.013,0.438,0.55,0.44272727272727275,0.016363636363636365,4
0.013,0.438,0.6,0.4083333333333333,0.015,4
0.013,0.438,0.65,0.3769230769230769,0.013846153846153847,4
0.013,0.438,0.7,0.35,0.012857142857142857,4
0.013,0.438,0.75,0.32666666666666666,0.012,4
0.013,0.438,0.8,0.30625,0.01125,4
